tier,quality_score,metro,title,best_email,all_emails,email_sources,phone,website,address,google_maps_link,socials_facebook,socials_instagram,socials_linkedin,socials_yelp,socials_tiktok,socials_youtube,owner_name,owner_title,owner_linkedin,additional_team,pocs,top_pain_category,pain_breadth_count,pain_quote_1,pain_quote_2,pain_quote_1_rating,pain_quote_2_rating,recommended_service,recommended_service_url,all_pain_categories,all_recommended_services,crawl_status,research_note,review_count,rating,negative_reviews_1_3_star,reviews_analyzed,website_raw,google_maps_link_raw,website_redirect_target_raw,is_chain_or_dso,chain_reason,website_redirect_mismatch,website_redirect_target,emails_invalid_count,crawled_emails_suspect,phone_invalid,phone_invalid_reason
D,4.19,san francisco,IDF Studio,hello@idfstudio.com,hello@idfstudio.com,agent_browser_crawl,+1 415-829-3444,http://www.idfstudio.com,"2193 Fillmore St, San Francisco, CA 94115, United States",https://www.google.com/maps/place/IDF+Studio/data=!4m7!3m6!1s0x808581cc6c57fa0b:0xcc767ead2cacc710!8m2!3d37.789636!4d-122.4342676!16s%2Fg%2F11kpkmbcr9!19sChIJC_pXbMyBhYAREMesLK1-dsw,https://www.facebook.com/idfstudio/,https://www.instagram.com/idfstudio_sf/,,https://www.yelp.com/biz/idf-studio-mill-valley?osq=IDF+Studio&sort_by=date_desc#reviews,,,,,,,,,0,,,,,,,,,ok,,25,5,0,25,http://www.idfstudio.com/,https://www.google.com/maps/place/IDF+Studio/data=!4m7!3m6!1s0x808581cc6c57fa0b:0xcc767ead2cacc710!8m2!3d37.789636!4d-122.4342676!16s%2Fg%2F11kpkmbcr9!19sChIJC_pXbMyBhYAREMesLK1-dsw?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,4.17,san francisco,SFWP - San Francisco Web Design Agency,SFWP-logo-1@1x-1.svg,SFWP-logo-1@1x-1.svg;dev@sfwpexperts.com,gosom_scraper;agent_browser_crawl,+1 415-481-3385,https://www.sfwpexperts.com,"353 Kearny St, San Francisco, CA 94108, United States",https://www.google.com/maps/place/SFWP+-+San+Francisco+Web+Design+Agency/data=!4m7!3m6!1s0x8085813497598333:0x64dd64ea148cd98d!8m2!3d37.7917603!4d-122.404193!16s%2Fg%2F11f8klb7rb!19sChIJM4NZlzSBhYARjdmMFOpk3WQ,https://www.facebook.com/sfwpexperts/,https://www.instagram.com/sfwpexperts/,,,,,,,,,,,0,,,,,,,,,ok,,18,4.8,1,15,https://www.sfwpexperts.com/,https://www.google.com/maps/place/SFWP+-+San+Francisco+Web+Design+Agency/data=!4m7!3m6!1s0x8085813497598333:0x64dd64ea148cd98d!8m2!3d37.7917603!4d-122.404193!16s%2Fg%2F11f8klb7rb!19sChIJM4NZlzSBhYARjdmMFOpk3WQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,4.14,san francisco,Charly Agency,hello@charlyagency.com,hello@charlyagency.com,agent_browser_crawl,,http://charlyagency.com,"166 Geary St Ste 1500 #1787, San Francisco, CA 94108, United States",https://www.google.com/maps/place/Charly+Agency/data=!4m7!3m6!1s0x808f7f38d2b252f1:0xe57e4a9c6e685950!8m2!3d37.7877458!4d-122.4061143!16s%2Fg%2F11qptlnvdg!19sChIJ8VKy0jh_j4ARUFlobpxKfuU,,,https://www.linkedin.com/company/charlyagency/;https://www.linkedin.com/in/lunasantiago/,,,,,,,,,,0,,,,,,,,,ok,,24,5,0,22,http://charlyagency.com/,https://www.google.com/maps/place/Charly+Agency/data=!4m7!3m6!1s0x808f7f38d2b252f1:0xe57e4a9c6e685950!8m2!3d37.7877458!4d-122.4061143!16s%2Fg%2F11qptlnvdg!19sChIJ8VKy0jh_j4ARUFlobpxKfuU?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,4.09,san francisco,"Infintech Designs - New York Web Design, SEO, & Digital Marketing Company",,,,+1 929-214-4946,https://www.infintechdesigns.com/locations/new-york-city-digital-marketing-agency,,"https://www.google.com/maps/place/Infintech+Designs+-+New+York+Web+Design,+SEO,+%26+Digital+Marketing+Company/data=!4m7!3m6!1s0x808f7e2def1c8d93:0xba348e85a93c5d52!8m2!3d36.227996!4d-82.040324!16s%2Fg%2F1hc102q76!19sChIJk40c7y1-j4ARUl08qYWONLo",https://www.facebook.com/infintech/,https://www.instagram.com/infintech.designs/,https://www.linkedin.com/company/infintechdesigns/,,,,,,,,,,0,,,,,,,,,no_email_found,,23,5,0,23,https://www.infintechdesigns.com/locations/new-york-city-digital-marketing-agency/?utm_source=gbp&utm_medium=gbph&utm_campaign=newyork,"https://www.google.com/maps/place/Infintech+Designs+-+New+York+Web+Design,+SEO,+%26+Digital+Marketing+Company/data=!4m7!3m6!1s0x808f7e2def1c8d93:0xba348e85a93c5d52!8m2!3d36.227996!4d-82.040324!16s%2Fg%2F1hc102q76!19sChIJk40c7y1-j4ARUl08qYWONLo?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
D,4.09,san francisco,ABD STUDIO,info@abd-studio.com,info@abd-studio.com;press@abd-studio.com,gosom_scraper;gosom_scraper,+1 415-489-0410,http://www.abd-studio.com,"2418 Polk St, San Francisco, CA 94109, United States",https://www.google.com/maps/place/ABD+STUDIO/data=!4m7!3m6!1s0x8085815607181963:0x84104b8a1d25e343!8m2!3d37.7991132!4d-122.4222948!16s%2Fg%2F11j0cw0309!19sChIJYxkYB1aBhYARQ-MlHYpLEIQ,,https://www.instagram.com/abd_studio/,,,,,,,,,,,0,,,,,,,,,ok,,17,4.8,0,16,http://www.abd-studio.com/,https://www.google.com/maps/place/ABD+STUDIO/data=!4m7!3m6!1s0x8085815607181963:0x84104b8a1d25e343!8m2!3d37.7991132!4d-122.4222948!16s%2Fg%2F11j0cw0309!19sChIJYxkYB1aBhYARQ-MlHYpLEIQ?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,3.97,san francisco,Cyrusson Inc,info@Cyrusson.com,info@Cyrusson.com;info@cyrusson.com,gosom_scraper,+1 415-228-9969,http://www.cyrusson.com,"1630 S Delaware St #5533, San Mateo, CA 94402, United States",https://www.google.com/maps/place/Cyrusson+Inc/data=!4m7!3m6!1s0x808f7fe7a7b5162b:0xce397d3d6d937583!8m2!3d37.5551241!4d-122.3149182!16s%2Fg%2F11hds7r7g8!19sChIJKxa1p-d_j4ARg3WTbT19Oc4,https://www.facebook.com/Cyrusson.inc,https://www.instagram.com/cyrusson.inc/,https://www.linkedin.com/company/cyrusson,https://www.yelp.com/biz/cyrusson-san-francisco,,https://www.youtube.com/channel/UCpVRNDBhbjD-c-nzM4eQ_-A,,,,,Md Abu Jubaer Piash;Tirth Bodawala;Kyra Leonard;Tomal A.;DONOVAN ALLEN;Spring H.;Alex Maltez;Deepak Soni;Abhishek Mishra;Priyanshu Rajput;Rishabh rana;Bruce D.;Mike Leong;MANOJ CHAOHAN;Kamal ROr;Management Business Partners;Gaurav Singh;Erika Pedraza;Canan Domez;Pauline Myers;Aegis Wealth,,0,,,,,,,,,ok,,21,5,0,21,http://www.cyrusson.com/,https://www.google.com/maps/place/Cyrusson+Inc/data=!4m7!3m6!1s0x808f7fe7a7b5162b:0xce397d3d6d937583!8m2!3d37.5551241!4d-122.3149182!16s%2Fg%2F11hds7r7g8!19sChIJKxa1p-d_j4ARg3WTbT19Oc4?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.91,san francisco,Appstem,careers@appstem.com,careers@appstem.com;hello@appstem.com;sales@appstem.com,agent_browser_crawl;agent_browser_crawl;agent_browser_crawl,+1 415-956-7400,https://appstem.com,"133 Kearny St #202, San Francisco, CA 94108, United States",https://www.google.com/maps/place/Appstem/data=!4m7!3m6!1s0x80dc072e34f40607:0x66a6068feb841ab4!8m2!3d37.7892453!4d-122.4040346!16s%2Fg%2F1262jsm9x!19sChIJBwb0NC4H3IARtBqE648GpmY,https://www.facebook.com/appstemmedia,https://www.instagram.com/appstem,https://www.linkedin.com/company/appstem-media-llc/,,,,,,,,,,0,,,,,,,,,ok,,8,4.6,0,5,https://appstem.com/?utm_source=GMB&utm_medium=Organic&utm_campaign=GMB&utm_id=GMB,https://www.google.com/maps/place/Appstem/data=!4m7!3m6!1s0x80dc072e34f40607:0x66a6068feb841ab4!8m2!3d37.7892453!4d-122.4040346!16s%2Fg%2F1262jsm9x!19sChIJBwb0NC4H3IARtBqE648GpmY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.9,san francisco,Panalo.co Business Process Services,,,,,https://www.panalo.co,"447 Sutter St #405, San Francisco, CA 94108, United States",https://www.google.com/maps/place/Panalo.co+Business+Process+Services/data=!4m7!3m6!1s0x808fa31aebf40f07:0x303b9d3facd6624d!8m2!3d37.789047!4d-122.407946!16s%2Fg%2F11fy2gby_q!19sChIJBw_06xqjj4ARTWLWrD-dOzA,,,,,,,,,,,,,0,,,,,,,,,cloudflare_blocked,,20,5,0,19,https://www.panalo.co/,https://www.google.com/maps/place/Panalo.co+Business+Process+Services/data=!4m7!3m6!1s0x808fa31aebf40f07:0x303b9d3facd6624d!8m2!3d37.789047!4d-122.407946!16s%2Fg%2F11fy2gby_q!19sChIJBw_06xqjj4ARTWLWrD-dOzA?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,3.9,san francisco,Stackmatix,,,,+1 415-993-9077,http://www.stackmatix.com,"181 2nd St, San Francisco, CA 94105, United States",https://www.google.com/maps/place/Stackmatix/data=!4m7!3m6!1s0x80858176997e4945:0x970ff274904f1bae!8m2!3d37.7875591!4d-122.3990183!16s%2Fg%2F11g2vxkyxm!19sChIJRUl-mXaBhYARrhtPkHTyD5c,,,,,,,,,,,Gur Singh;Luke Wilson;Leslie Tyler;Lindy Singer;Patrick Thomas;Sean Doherty;Kamran Shirazi;Asaf Amit;Luis Perez;Joe Guo;Ela Lasić Shea,,0,,,,,,,,,no_email_found,,20,5,0,20,http://www.stackmatix.com/,https://www.google.com/maps/place/Stackmatix/data=!4m7!3m6!1s0x80858176997e4945:0x970ff274904f1bae!8m2!3d37.7875591!4d-122.3990183!16s%2Fg%2F11g2vxkyxm!19sChIJRUl-mXaBhYARrhtPkHTyD5c?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.84,san francisco,Nova Era - Web Design & Digital Solutions Agency,info@novaeraagency.com,info@novaeraagency.com,agent_browser_crawl,+1 224-382-3415,https://novaeraagency.com,"201 Spear St Suite 1168, San Francisco, CA 94105, United States",https://www.google.com/maps/place/Nova+Era+-+Web+Design+%26+Digital+Solutions+Agency/data=!4m7!3m6!1s0x2b406f2a43d34199:0x5d449c08934034c1!8m2!3d37.7912629!4d-122.3920152!16s%2Fg%2F11yj4vcdpy!19sChIJmUHTQypvQCsRwTRAkwicRF0,,http://instagram.com/novaeragency/,https://www.linkedin.com/company/novaeragency,,,,,,,,,,0,,,,,,,,,ok,,19,5,0,17,https://novaeraagency.com/,https://www.google.com/maps/place/Nova+Era+-+Web+Design+%26+Digital+Solutions+Agency/data=!4m7!3m6!1s0x2b406f2a43d34199:0x5d449c08934034c1!8m2!3d37.7912629!4d-122.3920152!16s%2Fg%2F11yj4vcdpy!19sChIJmUHTQypvQCsRwTRAkwicRF0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
D,3.84,san francisco,Onmove Digital Agency,,,,,https://onmoveagency.com,"315 Montgomery St 10th Floor, San Francisco, CA 94104, United States",https://www.google.com/maps/place/Onmove+Digital+Agency/data=!4m7!3m6!1s0x808581c25c4c3ec3:0xd1886c7559e5031c!8m2!3d37.7920879!4d-122.4032249!16s%2Fg%2F11vz26xh76!19sChIJwz5MXMKBhYARHAPlWXVsiNE,https://www.facebook.com/onmoveaustralia/,https://www.instagram.com/onmovedigital/,https://www.linkedin.com/company/onmoveaustralia/about/,,,,,,,,,,0,,,,,,,,,no_email_found,,19,5,0,19,https://onmoveagency.com/,https://www.google.com/maps/place/Onmove+Digital+Agency/data=!4m7!3m6!1s0x808581c25c4c3ec3:0xd1886c7559e5031c!8m2!3d37.7920879!4d-122.4032249!16s%2Fg%2F11vz26xh76!19sChIJwz5MXMKBhYARHAPlWXVsiNE?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,3.74,san francisco,Industrial Craft Design Studio,,,,+1 415-946-1254,,"605 Florida St, San Francisco, CA 94110, United States",https://www.google.com/maps/place/Industrial+Craft+Design+Studio/data=!4m7!3m6!1s0x808f7fdb47fc5541:0xd3a0d701d045ab11!8m2!3d37.7614329!4d-122.4109191!16s%2Fg%2F11qppzgcd0!19sChIJQVX8R9t_j4AREatF0AHXoNM,,,,,,,,,,,,,0,,,,,,,,,,,7,4.6,1,5,,https://www.google.com/maps/place/Industrial+Craft+Design+Studio/data=!4m7!3m6!1s0x808f7fdb47fc5541:0xd3a0d701d045ab11!8m2!3d37.7614329!4d-122.4109191!16s%2Fg%2F11qppzgcd0!19sChIJQVX8R9t_j4AREatF0AHXoNM?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.69,san francisco,Kegan Quimby Web Design & Development,,,,+1 603-969-5781,https://keganquimby.com,"1885 Mission St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/Kegan+Quimby+Web+Design+%26+Development/data=!4m7!3m6!1s0x808580869b74bcdf:0xb160399ada177fc!8m2!3d37.766891!4d-122.419513!16s%2Fg%2F1hhwdb_dz!19sChIJ37x0m4aAhYAR_HehrZkDFgs,,,,,,,,,,,Kegan Quimby Web Design LLC,,0,,,,,,,,,no_email_found,,17,5,0,17,https://keganquimby.com/,https://www.google.com/maps/place/Kegan+Quimby+Web+Design+%26+Development/data=!4m7!3m6!1s0x808580869b74bcdf:0xb160399ada177fc!8m2!3d37.766891!4d-122.419513!16s%2Fg%2F1hhwdb_dz!19sChIJ37x0m4aAhYAR_HehrZkDFgs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
D,3.69,san francisco,RY Digital Marketing,info@rydigital.us,info@rydigital.us,gosom_scraper,+1 415-294-0308,https://rydigital.us,"580 California St 12th Floor, San Francisco, CA 94104, United States",https://www.google.com/maps/place/RY+Digital+Marketing/data=!4m7!3m6!1s0xa5acdd0f3076491d:0x987acb83d94bc728!8m2!3d37.7928364!4d-122.4041572!16s%2Fg%2F11rtw1251h!19sChIJHUl2MA_drKURKMdL2YPLepg,,,,,,,,,,,,,0,,,,,,,,,ok,,17,5,0,15,https://rydigital.us/,https://www.google.com/maps/place/RY+Digital+Marketing/data=!4m7!3m6!1s0xa5acdd0f3076491d:0x987acb83d94bc728!8m2!3d37.7928364!4d-122.4041572!16s%2Fg%2F11rtw1251h!19sChIJHUl2MA_drKURKMdL2YPLepg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.69,san francisco,SPRITZ Marketing,info@spritzsf.com,info@spritzsf.com;bangalore@spritzsf.com;paris@spritzsf.com;london@spritzsf.com,gosom_scraper;gosom_scraper;gosom_scraper;agent_browser_crawl,+1 415-221-2875,https://spritzsf.com,"9 Hemway Terrace, San Francisco, CA 94117, United States",https://www.google.com/maps/place/SPRITZ+Marketing/data=!4m7!3m6!1s0x808580f762800415:0x2b8c564a36e9e28c!8m2!3d37.77581!4d-122.448414!16s%2Fg%2F1tdks0cj!19sChIJFQSAYveAhYARjOLpNkpWjCs,https://www.facebook.com/SpritzSF?ref=ts,https://www.instagram.com/spritzsf/,https://www.linkedin.com/company/1350785?trk=vsrp_companies_res_pri_act&trkInfo=VSRPsearchId%3A1792032651368653469632%2CVSRPtargetId%3A1350785%2CVSRPcmpt%3Aprimary,,,,,,,,,,0,,,,,,,,,ok,,17,5,0,14,https://spritzsf.com/?utm_source=google&utm_medium=gmb&utm_campaign=organic,https://www.google.com/maps/place/SPRITZ+Marketing/data=!4m7!3m6!1s0x808580f762800415:0x2b8c564a36e9e28c!8m2!3d37.77581!4d-122.448414!16s%2Fg%2F1tdks0cj!19sChIJFQSAYveAhYARjOLpNkpWjCs?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.61,san francisco,Magnified Media - San Francisco,info@magnifiedmedia.net,info@magnifiedmedia.net,gosom_scraper,+1 415-489-0890,https://www.magnifiedmedia.net/san-francisco-website-designer,"100 Pine St #1250, San Francisco, CA 94111, United States",https://www.google.com/maps/place/Magnified+Media+-+San+Francisco/data=!4m7!3m6!1s0x808581944294bd3f:0x880df9f1325f449d!8m2!3d37.792903!4d-122.4009678!16s%2Fg%2F11qpyjrkxr!19sChIJP72UQpSBhYARnURfMvH5DYg,https://www.facebook.com/MagnifiedMediaInc/;https://www.facebook.com/MagnifiedMediaInc/reviews,https://www.instagram.com/magnified_media/,https://www.linkedin.com/company/magnified-media-inc/,https://www.yelp.com/biz/magnified-media-walnut-creek;https://www.yelp.com/biz/magnified-media-walnut-creek?sort_by=date_desc;https://www.yelp.com/not_recommended_reviews/magnified-media-walnut-creek,,https://www.youtube.com/channel/UC5tfw_16FwM-5FJr85KYucQ,,,,,,,0,,,,,,,,,ok,,16,5,0,16,,https://www.google.com/maps/place/Magnified+Media+-+San+Francisco/data=!4m7!3m6!1s0x808581944294bd3f:0x880df9f1325f449d!8m2!3d37.792903!4d-122.4009678!16s%2Fg%2F11qpyjrkxr!19sChIJP72UQpSBhYARnURfMvH5DYg?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.53,san francisco,DPDK - Brand innovation agency for the bold,,,,+1 718-782-4050,https://dpdk.com/contact/brand-innovation-agency-san-francisco,"44 Tehama St, San Francisco, CA 94105, United States",https://www.google.com/maps/place/DPDK+-+Brand+innovation+agency+for+the+bold/data=!4m7!3m6!1s0x808581f9f76af513:0xaa34e0621b1ff409!8m2!3d37.7876372!4d-122.3967284!16s%2Fg%2F11hzk57x7z!19sChIJE_Vq9_mBhYARCfQfG2LgNKo,https://www.facebook.com/dpdknl;https://www.facebook.com/policy.php/,https://www.instagram.com/dpdk_digital/,https://www.linkedin.com/company/dpdkdigitalagency/;https://www.linkedin.com/in/michaelvromans/;https://www.linkedin.com/in/pauljosephusjitta/;https://www.linkedin.com/in/pimvanhelten/;https://www.linkedin.com/legal/privacy-policy,,,,,,,,,,0,,,,,,,,,no_email_found,,15,5,0,12,https://dpdk.com/contact/brand-innovation-agency-san-francisco?utm_source=google&utm_medium=my-business&utm_campaign=sanfrancisco,https://www.google.com/maps/place/DPDK+-+Brand+innovation+agency+for+the+bold/data=!4m7!3m6!1s0x808581f9f76af513:0xaa34e0621b1ff409!8m2!3d37.7876372!4d-122.3967284!16s%2Fg%2F11hzk57x7z!19sChIJE_Vq9_mBhYARCfQfG2LgNKo?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,TRUE,metro_mismatch
D,3.44,san francisco,EAG Studio - SAN FRANCISCO,,,,+1 415-300-0585,http://www.eagstudio.com,"1553 Folsom St, San Francisco, CA 94103, United States",https://www.google.com/maps/place/EAG+Studio+-+SAN+FRANCISCO/data=!4m7!3m6!1s0x808580c5ed851bcf:0x3c62e4aa390fe068!8m2!3d37.7711765!4d-122.4144878!16s%2Fg%2F1tfbccv1!19sChIJzxuF7cWAhYARaOAPOarkYjw,https://www.facebook.com/EAGstudio,https://www.instagram.com/eagstudiosf/,,,,,,,,,,,0,,,,,,,,,no_email_found,,14,5,0,13,http://www.eagstudio.com/,https://www.google.com/maps/place/EAG+Studio+-+SAN+FRANCISCO/data=!4m7!3m6!1s0x808580c5ed851bcf:0x3c62e4aa390fe068!8m2!3d37.7711765!4d-122.4144878!16s%2Fg%2F1tfbccv1!19sChIJzxuF7cWAhYARaOAPOarkYjw?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,3.44,san francisco,Studio Goldfinch,hello@studiogoldfinch.com,hello@studiogoldfinch.com;mayo@studiogoldfinch.com,gosom_scraper;agent_browser_crawl,+1 415-283-8523,https://www.studiogoldfinch.com,"1395 Wallace Ave, San Francisco, CA 94124, United States",https://www.google.com/maps/place/Studio+Goldfinch/data=!4m7!3m6!1s0x808f7f1298985acf:0xaf5d7d3b7171aae0!8m2!3d37.7248562!4d-122.3871248!16s%2Fg%2F11lbsql_6m!19sChIJz1qYmBJ_j4AR4KpxcTt9Xa8,,http://instagram.com/studiogoldfinch;http://www.instagram.com/studiogoldfinch,,,,,,,,,,,0,,,,,,,,,ok,,14,5,0,13,https://www.studiogoldfinch.com/,https://www.google.com/maps/place/Studio+Goldfinch/data=!4m7!3m6!1s0x808f7f1298985acf:0xaf5d7d3b7171aae0!8m2!3d37.7248562!4d-122.3871248!16s%2Fg%2F11lbsql_6m!19sChIJz1qYmBJ_j4AR4KpxcTt9Xa8?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.41,san francisco,Y Studios,hello@ystudios.com,hello@ystudios.com,gosom_scraper,+1 415-863-3623,https://ystudios.com,"424 Treat Ave suite b, San Francisco, CA 94110, United States",https://www.google.com/maps/place/Y+Studios/data=!4m7!3m6!1s0x808f7e2e9422a8a5:0x622997cf5e693c5!8m2!3d37.7624738!4d-122.4126754!16s%2Fg%2F1thf8szg!19sChIJpagilC5-j4ARxZPm9XyZIgY,https://www.facebook.com/ystudiosSF,https://www.instagram.com/ystudiossf/,https://www.linkedin.com/company/ystudiossf,,,,,,,,,,0,,,,,,,,,ok,,4,4.5,0,0,https://ystudios.com/,https://www.google.com/maps/place/Y+Studios/data=!4m7!3m6!1s0x808f7e2e9422a8a5:0x622997cf5e693c5!8m2!3d37.7624738!4d-122.4126754!16s%2Fg%2F1thf8szg!19sChIJpagilC5-j4ARxZPm9XyZIgY?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,FALSE,
D,3.4,san francisco,SDLC Corp,,,,+1 510-630-6507,https://www.sdlcorp.com,"166 Geary St #15F, San Francisco, CA 94108, United States",https://www.google.com/maps/place/SDLC+Corp/data=!4m7!3m6!1s0x80858091fb73a697:0x66df96ce5909c472!8m2!3d37.7879199!4d-122.4061468!16s%2Fg%2F11rghpzyfd!19sChIJl6Zz-5GAhYARcsQJWc6W32Y,,,,,,,,,,,,,0,,,,,,,,,no_email_found,,10,4.8,1,4,https://www.sdlcorp.com/,https://www.google.com/maps/place/SDLC+Corp/data=!4m7!3m6!1s0x80858091fb73a697:0x66df96ce5909c472!8m2!3d37.7879199!4d-122.4061468!16s%2Fg%2F11rghpzyfd!19sChIJl6Zz-5GAhYARcsQJWc6W32Y?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.24,san francisco,HelloAri Web Development,,,,+1 415-621-4268,https://www.helloari.com,"16 Abbey St, San Francisco, CA 94114, United States",https://www.google.com/maps/place/HelloAri+Web+Development/data=!4m7!3m6!1s0x808f7e1918dfde11:0xdf311ff3b10eedc!8m2!3d37.7635787!4d-122.4274059!16s%2Fg%2F1th0n3yb!19sChIJEd7fGBl-j4AR3O4QO_8R8w0,https://www.facebook.com/pages/HelloARI-Design/130560977009648,https://instagram.com/arisalomonart,http://www.linkedin.com/in/helloari,https://www.yelp.com/biz/helloari-design-san-francisco,,,,,,,,,0,,,,,,,,,no_email_found,,12,5,0,12,https://www.helloari.com/,https://www.google.com/maps/place/HelloAri+Web+Development/data=!4m7!3m6!1s0x808f7e1918dfde11:0xdf311ff3b10eedc!8m2!3d37.7635787!4d-122.4274059!16s%2Fg%2F1th0n3yb!19sChIJEd7fGBl-j4AR3O4QO_8R8w0?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,0,FALSE,FALSE,
D,3.24,san francisco,"Web, Mobile App development company in San Francisco | White Digital",hello@white-digital.com,hello@white-digital.com,gosom_scraper,,https://www.white-digital.com,"3388 17th St, San Francisco, CA 94110, United States","https://www.google.com/maps/place/Web,+Mobile+App+development+company+in+San+Francisco+%7C+White+Digital/data=!4m7!3m6!1s0x808f7f61b7b70a69:0x42a56c923ea1daed!8m2!3d37.7636042!4d-122.421062!16s%2Fg%2F11xs1nrqs5!19sChIJaQq3t2F_j4AR7dqhPpJspUI",https://www.facebook.com/webflow/,https://www.instagram.com/webflowapp/,https://www.linkedin.com/company/developers.org.ua/;https://www.linkedin.com/company/white-digitall;https://www.linkedin.com/company/white-digitall/;https://www.linkedin.com/in/oleksandr-chipak-587282243/;https://www.linkedin.com/in/oxndr/,,,,,,,,,,0,,,,,,,,,ok,,12,5,0,0,https://www.white-digital.com/,"https://www.google.com/maps/place/Web,+Mobile+App+development+company+in+San+Francisco+%7C+White+Digital/data=!4m7!3m6!1s0x808f7f61b7b70a69:0x42a56c923ea1daed!8m2!3d37.7636042!4d-122.421062!16s%2Fg%2F11xs1nrqs5!19sChIJaQq3t2F_j4AR7dqhPpJspUI?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,0,FALSE,TRUE,malformed
D,3.24,san francisco,"Trango Tech San Francisco, CA - Mobile App Development Company",,,,+1 833-442-2270,https://trangotech.com/mobile/app-development-san-francisco,"37 Mission St floor 415, San Francisco, CA 94105, United States","https://www.google.com/maps/place/Trango+Tech+San+Francisco,+CA+-+Mobile+App+Development+Company/data=!4m7!3m6!1s0x808581fb02b991bd:0xa8e2b7befa035c3e!8m2!3d37.7927489!4d-122.3928237!16s%2Fg%2F11vbg5dtg2!19sChIJvZG5AvuBhYARPlwD-r634qg",,,,,,,,,,,,,0,,,,,,,,,no_email_found,,12,5,0,12,https://trangotech.com/mobile/app-development-san-francisco/?utm_source=san-francisco+gmb&utm_id=gmb&utm_term=gmb-organic,"https://www.google.com/maps/place/Trango+Tech+San+Francisco,+CA+-+Mobile+App+Development+Company/data=!4m7!3m6!1s0x808581fb02b991bd:0xa8e2b7befa035c3e!8m2!3d37.7927489!4d-122.3928237!16s%2Fg%2F11vbg5dtg2!19sChIJvZG5AvuBhYARPlwD-r634qg?authuser=0&hl=en&rclk=1",,FALSE,,FALSE,,1,FALSE,TRUE,metro_mismatch
D,3.24,san francisco,Synergy Labs - Mobile App and Software Developers Agency in San Francisco,hello@synergylabs.co,hello@synergylabs.co,gosom_scraper,+1 645-444-1069,https://www.synergylabs.co/locations/san-francisco,"600 California St, San Francisco, CA 94108, United States",https://www.google.com/maps/place/Synergy+Labs+-+Mobile+App+and+Software+Developers+Agency+in+San+Francisco/data=!4m7!3m6!1s0x8085818c31e1ce6d:0x78becf5649e072bf!8m2!3d37.7929158!4d-122.4046905!16s%2Fg%2F11wv09b90r!19sChIJbc7hMYyBhYARv3LgSVbPvng,,,https://www.linkedin.com/company/synergy-labs-agency/,,,,,,,,,,0,,,,,,,,,ok,,12,5,0,12,https://www.synergylabs.co/locations/san-francisco?source=google-maps,https://www.google.com/maps/place/Synergy+Labs+-+Mobile+App+and+Software+Developers+Agency+in+San+Francisco/data=!4m7!3m6!1s0x8085818c31e1ce6d:0x78becf5649e072bf!8m2!3d37.7929158!4d-122.4046905!16s%2Fg%2F11wv09b90r!19sChIJbc7hMYyBhYARv3LgSVbPvng?authuser=0&hl=en&rclk=1,,FALSE,,FALSE,,1,FALSE,TRUE,metro_mismatch
